Gender,Team tier,Team,Rider,Nationality,Age,Date of birth,Place of birth,Height (m),Weight (kg),Wins,UCI rank,Top result 1,Top result 2,Top result 3,Previous team 1,Previous team 2,Previous team 3,Previous team 4,Previous team 5,Previous team 6,Previous team 7,Previous team 8,Previous team 9,Previous team 10,Previous team 11,Previous team 12,Previous team 13,Previous team 14,Specialty 1,Specialty 2
M,PT,Caja Rural - Seguros RGA,VILLAR Iker,Spain,19,24 November 2006,Igúzquiza,1.83,73,0,,5th stage Volta ao Alentejo ('25),9th stage Volta ao Alentejo ('25),12th stage AlUla Tour ('26),Caja Rural - Alea,Robert Innova Team,,,,,,,,,,,,,Sprint,
M,PT,Cofidis,ALLEGAERT Piet,Belgium,31,20 January 1995,Moorslede,1.81,70,1,,Tour de l'Eurométropole ('19),2nd Tro-Bro Léon ('21),3rd Cholet - Pays de la Loire ('22),Sport Vlaanderen - Baloise,Trek - Segafredo,EFC-Etixx,EFC-Omega Pharma-Quick-Step,,,,,,,,,,,Oneday,
M,PT,Cofidis,ANIOŁKOWSKI Stanisław,Poland,29,20 January 1997,Warsaw,1.81,68,6,72,2x stage Tour of Hellas ('23),2x stage Turul Romaniei ('19),stage Presidential Cycling Tour of Türkiye ('26),Human Powered Health,Bingoal Pauwels Sauces WB,CCC Development Team,Team Hurom,VERVA ActiveJet Pro Cycling Team,BDC NOSiR Nowy DwórMaz.,,,,,,,,,Sprint,
M,PT,Cofidis,ARANBURU Alex,Spain,30,19 September 1995,Ezkio-Itsaso,1.78,63,10,69,"3x stage Itzulia Basque Country ('26, '25, '21)",GC Tour du Limousin-Périgord - Nouvelle Aquitaine ('22),Circuito de Getxo ('18),Movistar Team,Astana - Premier Tech,Astana Pro Team,Caja Rural - Seguros RGA,Euskadi Basque Country - Murias,Murias Taldea,Café Baqué - Conservas Campos,AMPO Goierriko T.B.,Ordiziako Txirrindulari Elkartea,,,,,,Oneday,
M,PT,Cofidis,BIERMANS Jenthe,Belgium,30,30 October 1995,Geel,1.84,78,3,238,Muscat Classic ('23),Route Adélie de Vitré ('24),stage Tour de Luxembourg ('23),Arkéa - B&B Hotels,Team Arkéa Samsic,Israel - Premier Tech,Israel Start-Up Nation,Team Katusha Alpecin,Wanty - Groupe Gobert,SEG Racing Academy,SEG Racing,Development Team Giant-Shimano,Balen BC Junior,,,,,Oneday,
M,PT,Cofidis,BUCHMANN Emanuel,Germany,33,18 November 1992,Ravensburg,1.80,59,5,,Trofeo Andratx - Lloseta ('19),Trofeo Serra de Tramuntana ('20),stage Itzulia Basque Country ('19),Red Bull - BORA - hansgrohe,BORA - hansgrohe,Bora - Argon 18,Rad-Net Rose Team,Team Specialized Concept Store,LV Württemberg,,,,,,,,,GC,
M,PT,Cofidis,CARR Simon,Great Britain,27,29 August 1998,Hereford,1.83,66,7,,GC Tour de Langkawi ('23),Trofeo Calvià ('24),Prueba Villafranca - Ordiziako Klasika ('20),EF Education - EasyPost,EF Education - Nippo,NIPPO DELKO One Provence,Delko Marseille Provence,AVC Aix-en-Provence,Occitane Cyclisme Formation,,,,,,,,,Climber,
M,PT,Cofidis,CHARRET Camille,France,19,3 July 2006,Issoire,,,0,,15th Chrono des Nations ('25),16th National Championships France MU - Road Race ('25),16th National Championships France MU - ITT ('25),Arkéa - B&B Hotels,Vélo Club Villefranche Beaujolais,VC Villefranche Beaujolais,,,,,,,,,,,,Oneday,
M,PT,Cofidis,COQUARD Bryan,France,34,25 April 1992,Saint-Nazaire,1.71,59,55,146,GC Quatre Jours de Dunkerque ('16),"2x Route Adélie de Vitré ('16, '14)","6x stage Quatre Jours de Dunkerque ('19, '18, '16, '15)",B&B Hotels p/b KTM,B&B Hotels - Vital Concept p/b KTM,Vital Concept - B&B Hotels,Vital Concept Cycling Club,Direct Energie,Team Europcar,,,,,,,,,Sprint,
M,PT,Cofidis,DEBEAUMARCHÉ Nicolas,France,28,24 February 1998,Mâcon,1.89,75,0,,stage Tour du Loir et Cher ('19),4th Route Adélie de Vitré ('23),2nd stage Tour Alsace ('22),St Michel - Mavic - Auber93,St Michel - Auber93,SCO Dijon - Team Matériel - Velo.com,Trek - Segafredo,,,,,,,,,,,Oneday,
M,PT,Cofidis,FERRON Valentin,France,28,8 February 1998,Vienne,1.74,67,4,,Paris - Camembert ('23),Grand Prix Cycliste la Marseillaise ('25),stage Critérium du Dauphiné ('22),TotalEnergies,Team Total Direct Energie,Vendée U Pays de la Loire,B'Twin U19 AG2r La Mondiale,,,,,,,,,,,Oneday,
M,PT,Cofidis,FRETIN Milan,Belgium,25,19 March 2001,Genk,1.82,70,6,226,Clasica de Almeria ('25),Ronde van Limburg ('25),stage Volta ao Algarve em Bicicleta ('25),Team Flanders - Baloise,Sport Vlaanderen - Baloise,Lotto - Soudal U23,EFC-L&R Vulsteke,Zannata - Galloo Cyclingteam Menen,Van Moer Logistics Cycling Team,,,,,,,,,Sprint,
M,PT,Cofidis,IZAGIRRE Ion,Spain,37,4 February 1989,Ormaiztegi,1.73,60,19,45,GC Itzulia Basque Country ('19),"2x stage Tour de France ('23, '16)",GC Tour de Pologne ('15),Astana - Premier Tech,Astana Pro Team,Bahrain Merida Pro Cycling Team,Movistar Team,Euskaltel - Euskadi,Orbea - Oreka SDA,,,,,,,,,GC,
M,PT,Cofidis,IZQUIERDO Clément,France,24,16 February 2002,Marseille,,,1,,stage Tour de Wallonie ('25),stage Tour de la Mirabelle ('24),5th GC Boucles de la Mayenne ('26),AVC Aix-en-Provence,,,,,,,,,,,,,,GC,
M,PT,Cofidis,JOALLAND Yaël,France,25,20 September 2000,Saint-Nazaire,1.74,58,0,,7th GC La Route d'Occitanie - CIC ('25),5th GC Alpes Isère Tour ('23),6th GC Ronde de l'Isard ('21),CIC - U - Nantes,CIC U Nantes Atlantique,Team U Nantes Atlantique,CC Étupes,VC Pays de Loudéac,,,,,,,,,,Climber,
M,PT,Cofidis,KIRSCH Alex,Luxembourg,33,12 June 1992,Luxembourg,1.94,78,2,,2nd stage Giro d'Italia ('23),National Championships Luxembourg ME - Road Race ('23),National Championships Luxembourg ME - ITT ('23),Lidl - Trek,Trek - Segafredo,WB Aqua Protect Veranclassic,WB Veranclassic Aqua Protect,Stölting Service Group,Cult Energy Pro Cycling,Trek Factory Racing,Leopard Development Team,Leopard - Trek Continental Team,,,,,,TT,
M,PT,Cofidis,KNIGHT Oliver,Great Britain,25,25 January 2001,Bedford,,,1,,stage Tour de Wallonie ('25),3rd GC Tour de Wallonie ('25),4th stage Tour de Wallonie ('25),AVC Aix-en-Provence,UAE Team Emirates,HMT Hospitals Giant Cycling Team,,,,,,,,,,,,TT,
M,PT,Cofidis,MAAS Jan,Netherlands,30,19 February 1996,Bergen op Zoom,1.89,70,0,,3rd GC Tour de la Mirabelle ('21),4th GC Istarsko Proljeće - Istrian Spring Trophy ('21),6th Tour du Doubs ('20),Team Jayco AlUla,Team BikeExchange - Jayco,Leopard Pro Cycling,Team LottoNL-Jumbo,SEG Racing Academy,Rabobank Development Team,,,,,,,,,GC,
M,PT,Cofidis,MAISONOBE Sam,France,22,8 September 2003,Toulouse,,,0,,2x stage Tour de la Guadeloupe ('24),stage Ronde de l'Isard ('24),3rd GC Tour de la Guadeloupe ('24),Vendée U Pays de la Loire,US Maule,,,,,,,,,,,,,GC,
M,PT,Cofidis,MEEHAN Jamie,Ireland,22,6 September 2003,Donegal,,,0,,2nd National Championships Ireland ME - Road Race ('25),5th Classic Grand Besançon Doubs ('26),3rd stage Tour de l'Ain ('25),AVC Aix Provence Dole,CC Étupes,Spellman Dublin Port Cycling Team,,,,,,,,,,,,Climber,
M,PT,Cofidis,MONIQUET Sylvain,Belgium,28,14 January 1998,Namur,1.75,61,1,,stage Tour du Limousin-Périgord - Nouvelle Aquitaine ('25),3rd GC Tour du Limousin-Périgord - Nouvelle Aquitaine ('25),5th GC Tour de Hongrie ('23),Lotto Dstny,Lotto Soudal,Equipe continentale Groupama-FDJ,Wallonie-Bruxelles Development Team,AGO-Aqua Service,Verandas Willems - Crabbé Toitures - CC Chevigny Junior,,,,,,,,,GC,
M,PT,Cofidis,OURSELIN Paul,France,32,13 April 1994,Saint-Pierre-sur-Dives,1.85,70,0,,Paris-Mantes Cycliste ('16),4th Boucles de l'Aulne - Châteaulin ('22),5th Route Adélie de Vitré ('18),TotalEnergies,Team Total Direct Energie,Direct Energie,Vendée U Pays de la Loire,Vendée U,,,,,,,,,,GC,
M,PT,Cofidis,PAGE Hugo,France,24,24 July 2001,Chartres,1.85,71,1,,2nd Cadel Evans Great Ocean Road Race ('23),stage Tour du Limousin-Périgord - Nouvelle Aquitaine ('23),3rd Binche - Chimay - Binche / Mémorial Frank Vandenbroucke ('22),Intermarché - Wanty,Intermarché - Circus - Wanty,Intermarché - Wanty - Gobert Matériaux,Equipe continentale Groupama-FDJ,ES Auneau Cyclisme,B'Twin U19 AG2r La Mondiale,,,,,,,,,Oneday,
M,PT,Cofidis,RENARD Alexis,France,27,1 June 1999,Saint-Brieuc,1.86,74,0,96,2nd Copenhagen Sprint ('25),2nd Brussels Cycling Classic ('25),2nd Tro-Bro Léon ('26),Israel Start-Up Nation,Israel Cycling Academy,Côtes d'Armor-Marie Morin,Côtes Armor cyclisme,CC Plancoët,,,,,,,,,,Oneday,
M,PT,Cofidis,ROBEET Ludovic,Belgium,32,22 May 1994,Nivelles,1.94,75,2,,Nokere Koerse ('21),stage Settimana Internazionale Coppi e Bartali ('19),2nd Circuit de Wallonie ('17),Bingoal WB,Bingoal Pauwels Sauces WB,Bingoal - Wallonie Bruxelles,Wallonie-Bruxelles,WB Aqua Protect Veranclassic,WB Veranclassic Aqua Protect,Color Code - Arden 'Beef',Color Code - Aquality Protect,Color Code - Biowanze,,,,,,Oneday,
M,PT,Cofidis,ROULAND Louis,France,23,21 October 2002,Le Mans,1.84,55,0,,4th GC Tour de l'Ain ('25),3rd stage Tour de Wallonie ('25),3rd Grand Prix de Plouay ('24),Arkéa - B&B Hotels,Arkéa - B&B Hôtels Continentale,Bourg-en-Bresse Ain Cyclisme,B&B Hotels - KTM,VC Pays de Loudéac,Le Mans Sarthe Vélo,,,,,,,,,GC,
M,PT,Cofidis,SAMITIER Sergio,Spain,30,31 August 1995,Barbastro,1.81,63,0,,3rd KOM Vuelta a España ('19),13th GC Giro d'Italia ('20),3rd stage Volta a Portugal ('21),Movistar Team,Euskadi Basque Country - Murias,Euskadi - Murias,Lizarte,,,,,,,,,,,GC,
M,PT,Cofidis,TEUNS Dylan,Belgium,34,1 March 1992,Diest,1.81,64,14,,La Flèche Wallonne ('22),GC Tour de Pologne ('17),"2x stage Tour de France ('21, '19)",Israel - Premier Tech,Bahrain - Victorious,Bahrain - McLaren,Bahrain Merida,BMC Racing Team,BMC Development Team,Ventilair - Steria,Bofrost - Steria,Jong Vlaanderen - Bauknecht,AVIA Cycling Team,,,,,GC,
M,PT,Cofidis,THOMAS Benjamin,France,30,12 September 1995,Lavaur,1.79,68,10,,GC Boucles de la Mayenne ('22),stage Giro d'Italia ('24),GC Etoile de Bessèges ('22),Groupama - FDJ,Equipe Cycliste Armée de Terre,,,,,,,,,,,,,TT,
M,PT,Cofidis,TOUZÉ Damien,France,29,7 July 1996,Iville,1.74,69,0,,GC Kreiz Breizh Elites ('18),stage Tour de l'Avenir ('18),stage Ronde de l'Oise ('18),Decathlon AG2R La Mondiale Team,AG2R Citroën Team,"Cofidis, Solutions Crédits",St Michel - Auber93,HP BTP - Auber93,CC Étupes,,,,,,,,,Oneday,
M,PT,Cofidis,ZAMPERINI Edoardo,Italy,23,19 March 2003,Azzago,,,0,,GP Kranj ('23),stage Orlen Nations Grand Prix ('25),2nd Giro della Provincia di Biella - Torino-Biella ('24),Arkéa - B&B Hôtels Continentale,UC Trevigiani - Energiapura Marchiol,Zalf Euromobil Fior,Assali Stefen Omap,,,,,,,,,,,Hills,
M,PT,Equipo Kern Pharma,AZANZA Ibai,Spain,22,22 February 2004,Pamplona,1.93,74,0,,20th GC Tour of Magnificent Qinghai ('25),"2x 6th National Championships Spain MU - ITT ('24, '23)",15th National Championships Spain MU - Road Race ('24),Equipo Finisher - Kern Pharma,Galibier - Finisher,,,,,,,,,,,,,GC,
M,PT,Equipo Kern Pharma,AZNAR Hugo,Spain,22,1 December 2003,Cortes,1.68,59,0,,4th stage Volta a Portugal ('24),6th stage Baku-Khankendi Azerbaijan Cycling race ('26),8th stage Volta a Portugal ('24),Galibier - Finisher,Lizarte,Quesos Albéniz,,,,,,,,,,,,Hills,
M,PT,Equipo Kern Pharma,BERRADE Urko,Spain,28,28 November 1997,Pamplona,1.84,72,1,216,stage Vuelta a España ('24),Classica Camp de Morvedre ('25),4th GC Vuelta a Burgos ('24),Euskadi Basque Country - Murias,Lizarte,,,,,,,,,,,,,GC,
M,PT,Equipo Kern Pharma,BRUSTENGA Marc,Spain,26,4 September 1999,Santa Eulàlia de Ronçana,1.90,80,1,,Route Adélie de Vitré ('26),4th stage Presidential Cycling Tour of Türkiye ('25),4th stage Tour de Hongrie ('25),Equipo ??,Lidl - Trek,Trek - Segafredo,Polartec - Fundación Alberto Contador Junior Team,rh+/Polartec Team - Fundación Alberto Contador,,,,,,,,,,Sprint,
M,PT,Equipo Kern Pharma,CARRASCOSA Pablo,Spain,23,7 October 2002,Santa Amalia,1.78,58,0,,6th National Championships Spain MU - Road Race ('24),11th stage Ronde de l'Isard ('24),11th KOM Baku-Khankendi Azerbaijan Cycling race ('26),Equipo Finisher - Kern Pharma,Galibier - Finisher,Lizarte,,,,,,,,,,,,Climber,GC
M,PT,Equipo Kern Pharma,COBO Iván,Spain,26,2 January 2000,El Astillero,1.86,64,2,200,Region on Dodecanese GP ('26),stage GP Beiras e Serra da Estrela ('26),2nd Giro della Romagna ('25),Lizarte,Aseguras-Produque,,,,,,,,,,,,,Hills,
M,PT,Equipo Kern Pharma,ELOSEGUI Iñigo,Spain,28,6 March 1998,Zierbena,1.88,75,0,,3rd stage Volta a Portugal ('24),13th GC Tour of Hainan ('24),5th stage Volta a Portugal ('23),Equipo ??,Movistar Team,Lizarte,Autonervion-Renault / V. Trapaga,,,,,,,,,,,GC,
M,PT,Equipo Kern Pharma,GIMENO Nil,Spain,22,21 April 2004,Valladolid,1.74,60,0,,4th GC Tour de Taiwan ('26),3rd stage Tour de Langkawi ('25),7th stage Tour de Taiwan ('26),Equipo ??,Equipo Finisher - Kern Pharma,Equipo Gomur,MMR Academy,,,,,,,,,,,Hills,
M,PT,Equipo Kern Pharma,GUTIÉRREZ Jorge,Spain,23,23 September 2002,Trujillo,1.78,54,0,,8th GC Tour de Langkawi ('24),2nd stage Giro Ciclistico della Valle d'Aosta - Mont Blanc ('23),10th GC Tour de Langkawi ('25),Galibier - Finisher,Lizarte,Team Junior Ciudad de Talavera,,,,,,,,,,,,GC,
M,PT,Equipo Kern Pharma,GÓMEZ Iker,Spain,20,27 March 2006,Alsasua,1.80,74,0,,5th National Championships Spain MU - ITT ('25),7th KOM Vuelta Asturias ('25),21st stage Baku-Khankendi Azerbaijan Cycling race ('26),Equipo ??,Equipo Finisher - Kern Pharma,Quesos Albéniz,,,,,,,,,,,,,
M,PT,Equipo Kern Pharma,HO Yen Yi,tw,24,24 October 2001,Yilan City,1.77,63,0,,"2x 2nd National Championships Taiwan ME - ITT ('25, '24)",5th National Championships Taiwan ME - Road Race ('24),5th National Championships Taiwan ME - ITT ('23),Equipo Finisher - Kern Pharma,Galibier - Finisher,,,,,,,,,,,,,TT,
M,PT,Equipo Kern Pharma,IRIBAR Unai,Spain,26,12 June 1999,Ibarra,1.83,64,0,,3rd GC Tour de Langkawi ('24),3rd stage Tour du Rwanda ('23),6th Classic Grand Besançon Doubs ('26),Equipo ??,Euskaltel - Euskadi,Laboral Kutxa - Fundacion Euskadi,Limousin Kartoiak-Oriako,,,,,,,,,,,GC,
M,PT,Equipo Kern Pharma,MARTÍN José María,Spain,25,4 February 2001,Morón de la Frontera,1.89,68,0,,9th stage GP Torres Vedras - Trofeu Joaquim Agostinho ('24),10th stage Vuelta a Andalucia Ruta Ciclista Del Sol ('26),12th stage GP Beiras e Serra da Estrela ('23),Equipo ??,Extremadura - Pebetero,CCL-Matdiver-Anastácio Mendes & Mendes,Electro Hiper Europa,Burgos - BH,Valverde Team - Ricardo Fuentes,,,,,,,,,Hills,
M,PT,Equipo Kern Pharma,PÉREZ César,Spain,21,23 November 2004,Murcia,1.83,66,0,,2nd National Championships Spain MU - Road Race ('24),17th GC Tour de Taiwan ('26),18th Gran Premio Castellón - Ruta de la Cerámica ('26),Equipo ??,Equipo Finisher - Kern Pharma,Equipo Essax,Valverde Team - Ricardo Fuentes,EOLO - Kometa Junior Team,,,,,,,,,,Hills,
M,PT,Equipo Kern Pharma,RAMOS Unai,Spain,20,24 September 2005,Tudela,1.75,60,0,,2nd National Championships Spain MU - ITT ('25),17th stage Presidential Cycling Tour of Türkiye ('26),19th stage GP Beiras e Serra da Estrela ('26),Equipo ??,Equipo Finisher - Kern Pharma,,,,,,,,,,,,,Climber,
M,PT,Equipo Kern Pharma,RETEGI Mikel,Spain,25,27 April 2001,Barañain,1.77,64,0,,4th stage Itzulia Basque Country ('24),3rd stage GP Beiras e Serra da Estrela ('25),5th stage GP Beiras e Serra da Estrela ('25),Lizarte,,,,,,,,,,,,,,Hills,
M,PT,Equipo Kern Pharma,ROMEO Sergio,Spain,21,5 February 2005,Valladolid,1.89,80,0,,10th stage Presidential Cycling Tour of Türkiye ('26),22nd stage Presidential Cycling Tour of Türkiye ('26),48th Points GC Presidential Cycling Tour of Türkiye ('26),Equipo ??,Equipo Finisher - Kern Pharma,MMR Academy,,,,,,,,,,,,Hills,
M,PT,Equipo Kern Pharma,RUIZ Ibon,Spain,27,30 January 1999,Vitoria,1.78,65,0,,3rd Clásica Jaén Paraiso Interior ('25),7th GC Tour de Langkawi ('24),5th Tour du Jura Cycliste ('26),Lizarte,Indarra,,,,,,,,,,,,,GC,
M,PT,Equipo Kern Pharma,SOSA Iván Ramiro,Colombia,28,31 October 1997,Pasca,1.68,52,18,,"2x GC Vuelta a Burgos ('19, '18)",GC Tour de la Provence ('21),GC Tour de Langkawi ('22),Movistar Team,INEOS Grenadiers,Team INEOS,Androni Giocattoli - Sidermec,Androni - Sidermec - Bottecchia,,,,,,,,,,GC,
M,PT,Equipo Kern Pharma,SOTO Antonio Jesús,Spain,31,24 December 1994,Alcantarilla,1.75,66,1,,Vuelta a la Región de Murcia ('21),5th Trofeo Ses Salines - Alcudia ('23),6th Clàssica Comunitat Valenciana - Gran Premi València ('23),Equipo ??,Euskaltel - Euskadi,Fundación Euskadi,Lizarte,,,,,,,,,,,Hills,
M,PT,Equipo Kern Pharma,URIARTE Diego,Spain,24,26 October 2001,Barañáin,1.80,67,1,,stage Vuelta a Andalucia Ruta Ciclista Del Sol ('25),8th GC Baku-Khankendi Azerbaijan Cycling race ('26),9th GC AlUla Tour ('25),Equipo ??,Galibier - Finisher,Lizarte,,,,,,,,,,,,GC,
M,PT,Equipo Kern Pharma,WENZEL Mats,Luxembourg,23,19 December 2002,Luxembourg,1.87,68,0,,2nd GC Flèche du Sud ('26),Clásica Pascua ('26),2nd stage O Gran Camiño ('26),Lidl - Trek Future Racing,Leopard TOGT Pro Cycling,Leopard Pro Cycling,,,,,,,,,,,,GC,
M,PT,Euskaltel - Euskadi,AGIRRE Jon,Spain,28,10 September 1997,Zumaia,1.73,55,0,,2nd Clàssica Terres de l'Ebre ('26),5th GC Tour of Magnificent Qinghai ('25),8th GC Tour de Langkawi ('23),Equipo Kern Pharma,,,,,,,,,,,,,,GC,
M,PT,Euskaltel - Euskadi,AGUIRRE Yago,Spain,21,30 August 2004,San Sebastián,,,0,,National Championships Spain MU - Road Race ('25),13th Trofej Poreč - Poreč Trophy ('24),18th stage Istarsko Proljeće - Istrian Spring Trophy ('23),Fundación Ciclista Euskadi,REMBE Pro Cycling Team Sauerland,Saris Rouvy Sauerland Team,,,,,,,,,,,,GC,
M,PT,Euskaltel - Euskadi,ALUSTIZA Nicolás,Spain,23,4 January 2003,Zumarraga,,,0,,12th Clàssica Terres de l'Ebre ('26),12th GC Trans-Himalaya Cycling Race ('25),6th KOM Vuelta Asturias ('26),Laboral Kutxa - Fundación Ciclista Euskadi,Bellota-Goierri,,,,,,,,,,,,,Hills,
M,PT,Euskaltel - Euskadi,AZNAR Unai,Spain,23,26 July 2002,Cortes,1.75,68,0,,National Championships Spain MU - Road Race ('23),National Championships Spain MU - ITT ('23),9th National Championships Spain ME - ITT ('24),Equipo Kern Pharma,Galibier - Finisher,Lizarte,,,,,,,,,,,,TT,
M,PT,Euskaltel - Euskadi,BERASATEGI Xabier,Spain,26,8 April 2000,Olaberria,,,0,179,2nd GC Tour of Hainan ('26),2nd stage Tour of Hainan ('26),2nd stage GP Anicolor ('26),Laboral Kutxa - Fundación Ciclista Euskadi,AMPO Goierriko T.B.,,,,,,,,,,,,,Hills,
M,PT,Euskaltel - Euskadi,BIZKARRA Mikel,Spain,36,21 August 1989,Mañaria,1.65,53,1,,stage Vuelta Aragón ('18),2nd GC Vuelta Aragón ('18),3rd stage Volta a Catalunya ('21),Euskadi Basque Country - Murias,Euskadi - Murias,Murias Taldea,PinoRoad,Euskadi,Orbea Continental,Orbea - Oreka SDA,Naturgas Energia,,,,,,,GC,
M,PT,Euskaltel - Euskadi,FERNÁNDEZ Samuel,Spain,23,14 May 2003,Gijón,,,0,,3rd National Championships Spain MU - Road Race ('25),13th Points GC Volta a Catalunya ('26),32nd KOM Volta a Catalunya ('26),Fundación Ciclista Euskadi,Gomur - Cantabria Infinita,Equipo Gomur,MMR Academy,,,,,,,,,,,GC,
M,PT,Euskaltel - Euskadi,GANZABAL Ander,Spain,26,25 January 2000,Orozco,1.76,63,0,,15th KOM Tour de Taiwan ('25),17th National Championships Spain ME - Road Race ('24),20th Trofeo Palma ('25),Laboral Kutxa - Fundación Ciclista Euskadi,,,,,,,,,,,,,,GC,
M,PT,Euskaltel - Euskadi,HENNEQUIN Paul,France,23,9 December 2002,Bordeaux,1.75,64,1,,GC Tour d'Algérie Cycliste ('23),stage Tour de Taiwan ('25),2x stage Tour du Maroc ('24),Nice Métropole Côte d'Azur,Sprinter Nice Métropole,OCC Antibes-Alpes-Maritimes,,,,,,,,,,,,Sprint,
M,PT,Euskaltel - Euskadi,ISASA Xabier,Spain,24,24 August 2001,Urretxu,,,0,,4th stage Vuelta a Andalucia Ruta Ciclista Del Sol ('22),9th GC Tour de Taiwan ('25),13th GC Tour de Taiwan ('26),Laboral Kutxa - Fundacion Euskadi,Bellota-Goierri,,,,,,,,,,,,,Hills,
M,PT,Euskaltel - Euskadi,JUARISTI Txomin,Spain,30,20 July 1995,Markina-Xemein,1.82,67.5,1,,stage Volta a Portugal ('23),2nd GC Vuelta Asturias ('25),2nd GC Volta a Portugal ('23),Fundación Euskadi,Euskadi Basque Country - Murias,Café Baqué - Conservas Campos,,,,,,,,,,,,GC,
M,PT,Euskaltel - Euskadi,LASTRA Jonathan,Spain,32,3 June 1993,Bilbao,1.72,64,0,,2nd stage Vuelta a España ('19),Classica da Arrabida - Cyclin'Portugal ('19),2nd Trofeo Serra de Tramuntana (Lloseta - Deia) ('21),Cofidis,Caja Rural - Seguros RGA,,,,,,,,,,,,,GC,
M,PT,Euskaltel - Euskadi,LÓPEZ Jordi,Spain,27,14 August 1998,Badalona,1.70,59,2,,stage GP Beiras e Serra da Estrela ('25),stage Tour de Taiwan ('23),2nd GC Tour de Taiwan ('23),Equipo Kern Pharma,Lizarte,Huesca la Magia,,,,,,,,,,,,GC,
M,PT,Euskaltel - Euskadi,MARTÍN Gotzon,Spain,30,15 February 1996,Orozko,,,0,,4th Giro dell'Appennino ('20),4th Clàssica Terres de l'Ebre ('26),5th Memorial Marco Pantani ('21),Fundación Euskadi,,,,,,,,,,,,,,Hills,Oneday
M,PT,Euskaltel - Euskadi,MINTEGI Iker,Spain,23,15 November 2002,Alsasua,,,0,,2nd Gran Premio Primavera Ontur ('26),13th GC Tour de Hongrie ('25),14th GC Presidential Cycling Tour of Türkiye ('25),Laboral Kutxa - Fundación Ciclista Euskadi,Quesos Albéniz,,,,,,,,,,,,,GC,
M,PT,Euskaltel - Euskadi,MURGUIALDAY Jokin,Spain,26,19 March 2000,Salvatierra,1.73,57,0,,6th GC Tour of Qinghai Lake ('24),3rd GC GP Torres Vedras - Trofeu Joaquim Agostinho ('21),9th GC Tour de Langkawi ('23),Caja Rural - Seguros RGA,Equipo Amateur Caja Rural - Seguros RGA,Arabarrak,,,,,,,,,,,,GC,
M,PT,Euskaltel - Euskadi,SUTTON Louis,Great Britain,24,27 May 2002,Barnet,1.78,68,0,,2nd stage Course de la Paix Grand Prix Jeseníky ('24),10th GC GP Beiras e Serra da Estrela ('26),3rd stage Tour de l'Avenir ('24),AVC Aix-en-Provence,Flamme Rouge Rouleurs,,,,,,,,,,,,,Hills,
M,PT,Euskaltel - Euskadi,UGARTE Gari,Spain,21,2 June 2005,Legazpi,,,0,,17th Route Adélie de Vitré ('26),12th National Championships Spain MU - Road Race ('25),13th Gran Premio Primavera Ontur ('26),Fundación Ciclista Euskadi,Laboral Kutxa - Fundación Ciclista Euskadi,Bellota-Goierri,,,,,,,,,,,,GC,Hills
M,PT,Euskaltel - Euskadi,VAN DER TUUK Axel,Netherlands,25,25 May 2001,Assen,,,0,,Gran Premio Primavera Ontur ('26),stage Okolo jižních Čech / Tour of South Bohemia ('25),stage Olympia's Tour ('25),Metec - SOLARWATT p/b Mantel,Jumbo-Visma Development Team,Forte U19 Cycling Team,,,,,,,,,,,,GC,
M,PT,Euskaltel - Euskadi,VAN DER TUUK Danny,Poland,26,5 November 1999,Assen,1.80,64,0,,6th stage Vuelta a Andalucia Ruta Ciclista Del Sol ('25),KOM Volta Comunitat Valenciana ('26),4th National Championships Poland ME - ITT ('24),Equipo Kern Pharma,Metec - TKH Continental Cyclingteam p/b Mantel,Forte U19 Cycling Team,,,,,,,,,,,,TT,
M,PT,MBH Bank CSB Telecom Fort,AMBROSINI Matteo,Italy,24,23 April 2002,Asiago,,,0,,GP Capodarco Comunita Di Capodarco ('23),2nd Due Giorni Marchigiana - G.P. Santa Rita ('25),5th Il Piccolo Lombardia ('24),MBH Bank Ballan CSB,Team MBH Bank Colpack Ballan,Team Colpack Ballan CSB,Team Colpack Ballan,,,,,,,,,,,Hills,
